date,avg_sentiment
2017-11-14,0.48264924
2017-11-15,0.5487243
2017-11-16,0.61859053
2017-11-17,0.64941716
2017-11-18,0.6395782
2017-11-19,0.6611128
2017-11-20,0.61177945
2017-11-21,0.58581674
2017-11-22,0.5917157
2017-11-23,0.6441114
2017-11-24,0.6236959
2017-11-25,0.6701868
2017-11-26,0.6924283
2017-11-27,0.6309272
2017-11-28,0.6632931
2017-11-29,0.63357747
2017-11-30,0.5994336
2017-12-01,0.5828643
2017-12-02,0.6614932
2017-12-03,0.62295866
2017-12-04,0.5653457
2017-12-05,0.6035283
2017-12-06,0.63041073
2017-12-07,0.65380824
2017-12-08,0.63965607
2017-12-09,0.6677226
2017-12-10,0.7273832
2017-12-11,0.5647834
2017-12-12,0.65063065
2017-12-13,0.52977335
2017-12-14,0.6627018
2017-12-15,0.6114634
2017-12-16,0.6737704
2017-12-17,0.69482344
2017-12-18,0.52569944
2017-12-19,0.5874999
2017-12-20,0.6277573
2017-12-21,0.58886814
2017-12-22,0.5836578
2017-12-23,0.66759366
2017-12-24,0.67801166
2017-12-25,0.6173486
2017-12-26,0.51268023
2017-12-27,0.54784304
2017-12-28,0.5680995
2017-12-29,0.5997593
2017-12-30,0.6787329
2017-12-31,0.65200293
2018-01-01,0.68848133
2018-01-02,0.57003206
2018-01-03,0.56935465
2018-01-04,0.632329
2018-01-05,0.6272046
2018-01-06,0.665834
2018-01-07,0.65519625
2018-01-08,0.644711
2018-01-09,0.6259466
2018-01-10,0.6459906
2018-01-11,0.6601534
2018-01-12,0.5710694
2018-01-13,0.6716496
2018-01-14,0.66881853
2018-01-15,0.6533676
2018-01-16,0.55617344
2018-01-17,0.4921652
2018-01-18,0.54115754
2018-01-19,0.56865674
2018-01-20,0.66613626
2018-01-21,0.6266744
2018-01-22,0.54072887
2018-01-23,0.60196495
2018-01-24,0.5630298
2018-01-25,0.62456006
2018-01-26,0.6308223
2018-01-27,0.7033517
2018-01-28,0.66520154
2018-01-29,0.5457699
2018-01-30,0.5520203
2018-01-31,0.5491329
2018-02-01,0.32797503
2018-02-02,0.47831273
2018-02-03,0.6006902
2018-02-04,0.56213826
2018-02-05,0.48794895
2018-02-06,0.5486563
2018-02-07,0.59594214
2018-02-08,0.6162676
2018-02-09,0.59540486
2018-02-10,0.65523446
2018-02-11,0.62185884
2018-02-12,0.52594894
2018-02-13,0.59946465
2018-02-14,0.5307849
2018-02-15,0.5456246
2018-02-16,0.5483276
2018-02-17,0.63239115
2018-02-18,0.60554445
2018-02-19,0.5686028
2018-02-20,0.613539
2018-02-21,0.61094236
2018-02-22,0.55164915
2018-02-23,0.56584454
2018-02-24,0.6007638
2018-02-25,0.58973396
2018-02-26,0.51594126
2018-02-27,0.5348521
2018-02-28,0.5617595
2018-03-01,0.55948836
2018-03-02,0.52649057
2018-03-03,0.5846962
2018-03-04,0.6552724
2018-03-05,0.53856844
2018-03-06,0.5966097
2018-03-07,0.6274049
2018-03-08,0.57736564
2018-03-09,0.5385401
2018-03-10,0.64432096
2018-03-11,0.6277241
2018-03-12,0.5306219
2018-03-13,0.5621004
2018-03-14,0.58844966
2018-03-15,0.58546185
2018-03-16,0.60924214
2018-03-17,0.6191919
2018-03-18,0.7099058
2018-03-19,0.5793956
2018-03-20,0.5739766
2018-03-21,0.54851496
2018-03-22,0.58931047
2018-03-23,0.6236797
2018-03-24,0.63505614
2018-03-25,0.68249255
2018-03-26,0.53862053
2018-03-27,0.5984929
2018-03-28,0.6060459
2018-03-29,0.6043952
2018-03-30,0.67013544
2018-03-31,0.63096863
2018-04-01,0.61446667
2018-04-02,0.53166443
2018-04-03,0.5547976
2018-04-04,0.57162815
2018-04-05,0.5545379
2018-04-06,0.5869318
2018-04-07,0.6219146
